No,商品コード,商品名称,細分類コード,細分類名称,メーカーコード,メーカー名称,出現日,容量,年月,地区コード,地区名称,金額,数量,平均価格,金額／販売店千人,数量／販売店千人,数量／店,販売店率
8,4902105252499,日清　おいしいカップヌードル　カレー　７０ｇ,111203,カップ麺,4902105,日清食品,2018年08月26日,70,2023年10月,27,大阪,1483438,14654,101.23,417.723,4.126,266.44,87.30%
8,4902105252499,日清　おいしいカップヌードル　カレー　７０ｇ,111203,カップ麺,4902105,日清食品,2018年08月26日,70,2023年11月,13,東京,649542,6099,106.50,240.639,2.260,156.38,53.42%
8,4902105252499,日清　おいしいカップヌードル　カレー　７０ｇ,111203,カップ麺,4902105,日清食品,2018年08月26日,70,2023年11月,27,大阪,1444539,14430,100.11,433.776,4.333,262.36,87.30%
8,4902105252499,日清　おいしいカップヌードル　カレー　７０ｇ,111203,カップ麺,4902105,日清食品,2018年08月26日,70,2023年12月,13,東京,1127904,11146,101.19,375.344,3.709,285.79,53.42%
8,4902105252499,日清　おいしいカップヌードル　カレー　７０ｇ,111203,カップ麺,4902105,日清食品,2018年08月26日,70,2023年12月,27,大阪,1472065,14740,99.87,408.181,4.087,268.00,87.30%
9,4901990324595,マルちゃん　ごつ盛り　ソース焼そば　１７１ｇ,111203,カップ麺,4901990,東洋水産,2010年02月28日,171,2023年01月,13,東京,1174783,10617,110.65,341.670,3.088,204.17,71.23%
9,4901990324595,マルちゃん　ごつ盛り　ソース焼そば　１７１ｇ,111203,カップ麺,4901990,東洋水産,2010年02月28日,171,2023年01月,27,大阪,960770,8612,111.56,313.224,2.808,183.23,74.60%
9,4901990324595,マルちゃん　ごつ盛り　ソース焼そば　１７１ｇ,111203,カップ麺,4901990,東洋水産,2010年02月28日,171,2023年02月,13,東京,1787934,16991,105.23,537.690,5.110,326.75,71.23%
9,4901990324595,マルちゃん　ごつ盛り　ソース焼そば　１７１ｇ,111203,カップ麺,4901990,東洋水産,2010年02月28日,171,2023年02月,27,大阪,871503,7656,113.83,292.118,2.566,162.89,74.60%
9,4901990324595,マルちゃん　ごつ盛り　ソース焼そば　１７１ｇ,111203,カップ麺,4901990,東洋水産,2010年02月28日,171,2023年03月,13,東京,1399188,12564,111.36,382.491,3.435,241.62,71.23%
9,4901990324595,マルちゃん　ごつ盛り　ソース焼そば　１７１ｇ,111203,カップ麺,4901990,東洋水産,2010年02月28日,171,2023年03月,27,大阪,1112589,9974,111.55,327.309,2.934,188.19,84.13%
9,4901990324595,マルちゃん　ごつ盛り　ソース焼そば　１７１ｇ,111203,カップ麺,4901990,東洋水産,2010年02月28日,171,2023年04月,13,東京,2057838,19710,104.41,563.164,5.394,379.04,71.23%
9,4901990324595,マルちゃん　ごつ盛り　ソース焼そば　１７１ｇ,111203,カップ麺,4901990,東洋水産,2010年02月28日,171,2023年04月,27,大阪,879898,7658,114.90,274.385,2.388,159.54,76.19%
9,4901990324595,マルちゃん　ごつ盛り　ソース焼そば　１７１ｇ,111203,カップ麺,4901990,東洋水産,2010年02月28日,171,2023年05月,13,東京,1432797,13192,108.61,380.918,3.507,253.69,71.23%
9,4901990324595,マルちゃん　ごつ盛り　ソース焼そば　１７１ｇ,111203,カップ麺,4901990,東洋水産,2010年02月28日,171,2023年05月,27,大阪,873999,7903,110.59,261.562,2.365,164.65,76.19%
9,4901990324595,マルちゃん　ごつ盛り　ソース焼そば　１７１ｇ,111203,カップ麺,4901990,東洋水産,2010年02月28日,171,2023年06月,13,東京,830205,6643,124.97,227.600,1.821,127.75,71.23%
9,4901990324595,マルちゃん　ごつ盛り　ソース焼そば　１７１ｇ,111203,カップ麺,4901990,東洋水産,2010年02月28日,171,2023年06月,27,大阪,815685,6909,118.06,253.154,2.144,143.94,76.19%
9,4901990324595,マルちゃん　ごつ盛り　ソース焼そば　１７１ｇ,111203,カップ麺,4901990,東洋水産,2010年02月28日,171,2023年07月,13,東京,839095,6378,131.56,216.903,1.649,122.65,71.23%
9,4901990324595,マルちゃん　ごつ盛り　ソース焼そば　１７１ｇ,111203,カップ麺,4901990,東洋水産,2010年02月28日,171,2023年07月,27,大阪,993747,8039,123.62,291.471,2.358,164.06,77.78%
9,4901990324595,マルちゃん　ごつ盛り　ソース焼そば　１７１ｇ,111203,カップ麺,4901990,東洋水産,2010年02月28日,171,2023年08月,13,東京,1492291,12327,121.06,401.095,3.313,237.06,71.23%
9,4901990324595,マルちゃん　ごつ盛り　ソース焼そば　１７１ｇ,111203,カップ麺,4901990,東洋水産,2010年02月28日,171,2023年08月,27,大阪,867238,6621,130.98,261.791,1.999,137.94,76.19%
9,4901990324595,マルちゃん　ごつ盛り　ソース焼そば　１７１ｇ,111203,カップ麺,4901990,東洋水産,2010年02月28日,171,2023年09月,13,東京,1159224,9315,124.45,313.701,2.521,179.13,71.23%
9,4901990324595,マルちゃん　ごつ盛り　ソース焼そば　１７１ｇ,111203,カップ麺,4901990,東洋水産,2010年02月28日,171,2023年09月,27,大阪,932063,7459,124.96,288.399,2.308,155.40,76.19%
9,4901990324595,マルちゃん　ごつ盛り　ソース焼そば　１７１ｇ,111203,カップ麺,4901990,東洋水産,2010年02月28日,171,2023年10月,13,東京,967960,7562,128.00,217.599,1.700,120.03,86.30%
9,4901990324595,マルちゃん　ごつ盛り　ソース焼そば　１７１ｇ,111203,カップ麺,4901990,東洋水産,2010年02月28日,171,2023年10月,27,大阪,843777,6704,125.86,250.647,1.991,139.67,76.19%
9,4901990324595,マルちゃん　ごつ盛り　ソース焼そば　１７１ｇ,111203,カップ麺,4901990,東洋水産,2010年02月28日,171,2023年11月,13,東京,1092358,8630,126.58,260.469,2.058,136.98,86.30%
9,4901990324595,マルちゃん　ごつ盛り　ソース焼そば　１７１ｇ,111203,カップ麺,4901990,東洋水産,2010年02月28日,171,2023年11月,27,大阪,1007087,7950,126.68,319.475,2.522,165.63,76.19%
9,4901990324595,マルちゃん　ごつ盛り　ソース焼そば　１７１ｇ,111203,カップ麺,4901990,東洋水産,2010年02月28日,171,2023年12月,13,東京,1020431,8034,127.01,248.336,1.955,148.78,73.97%
9,4901990324595,マルちゃん　ごつ盛り　ソース焼そば　１７１ｇ,111203,カップ麺,4901990,東洋水産,2010年02月28日,171,2023年12月,27,大阪,1032221,8402,122.85,301.973,2.458,175.04,76.19%
10,4902881048651,明星　一平ちゃん夜店の焼そば　１３５ｇ,111203,カップ麺,4902881,明星食品,2002年04月01日,135,2023年01月,13,東京,1093541,7368,148.42,238.436,1.607,103.77,97.26%
10,4902881048651,明星　一平ちゃん夜店の焼そば　１３５ｇ,111203,カップ麺,4902881,明星食品,2002年04月01日,135,2023年01月,27,大阪,958837,6977,137.43,294.280,2.141,126.85,87.30%
10,4902881048651,明星　一平ちゃん夜店の焼そば　１３５ｇ,111203,カップ麺,4902881,明星食品,2002年04月01日,135,2023年02月,13,東京,1132462,7945,142.54,253.250,1.777,111.90,97.26%
10,4902881048651,明星　一平ちゃん夜店の焼そば　１３５ｇ,111203,カップ麺,4902881,明星食品,2002年04月01日,135,2023年02月,27,大阪,962928,7203,133.68,303.174,2.268,130.96,87.30%
10,4902881048651,明星　一平ちゃん夜店の焼そば　１３５ｇ,111203,カップ麺,4902881,明星食品,2002年04月01日,135,2023年03月,13,東京,1281365,8886,144.20,259.120,1.797,123.42,98.63%
10,4902881048651,明星　一平ちゃん夜店の焼そば　１３５ｇ,111203,カップ麺,4902881,明星食品,2002年04月01日,135,2023年03月,27,大阪,1353771,10534,128.51,391.453,3.046,191.53,87.30%
10,4902881048651,明星　一平ちゃん夜店の焼そば　１３５ｇ,111203,カップ麺,4902881,明星食品,2002年04月01日,135,2023年04月,13,東京,964080,6441,149.68,195.341,1.305,89.46,98.63%
10,4902881048651,明星　一平ちゃん夜店の焼そば　１３５ｇ,111203,カップ麺,4902881,明星食品,2002年04月01日,135,2023年04月,27,大阪,1260704,10164,124.04,371.894,2.998,184.80,87.30%
10,4902881048651,明星　一平ちゃん夜店の焼そば　１３５ｇ,111203,カップ麺,4902881,明星食品,2002年04月01日,135,2023年05月,13,東京,1229338,8647,142.17,242.197,1.704,120.10,98.63%
10,4902881048651,明星　一平ちゃん夜店の焼そば　１３５ｇ,111203,カップ麺,4902881,明星食品,2002年04月01日,135,2023年05月,27,大阪,1031157,7936,129.93,292.199,2.249,144.29,87.30%
10,4902881048651,明星　一平ちゃん夜店の焼そば　１３５ｇ,111203,カップ麺,4902881,明星食品,2002年04月01日,135,2023年06月,13,東京,1030763,6678,154.35,208.366,1.350,92.75,98.63%
